Reclassified,Media Channel Off/On (copy),Media Channel (copy 2),Campaign (copy),Week Start,Date,Value
Trading,Online,Paid Search,SMB,Mondays,03/04/2017,6071
Trading,Online,Paid Search,SMB,Mondays,10/04/2017,5355
Trading,Online,Paid Search,Tablet,Mondays,16/01/2017,153
Trading,Online,Paid Search,Tablet,Mondays,23/01/2017,1183
Trading,Online,Paid Search,Tablet,Mondays,30/01/2017,817
Trading,Online,Paid Search,Tablet,Mondays,06/02/2017,589
Trading,Online,Paid Search,Tablet,Mondays,13/02/2017,498
Trading,Online,Paid Search,Tablet,Mondays,20/02/2017,416
Trading,Online,Paid Search,Tablet,Mondays,27/02/2017,481
Trading,Online,Paid Search,Tablet,Mondays,06/03/2017,403
Trading,Online,Paid Search,Tablet,Mondays,13/03/2017,652
Trading,Online,Paid Search,Tablet,Mondays,20/03/2017,743
Trading,Online,Paid Search,Tablet,Mondays,27/03/2017,839
Trading,Online,Paid Search,Tablet,Mondays,03/04/2017,359
Trading,Online,Paid Search,Tablet,Mondays,10/04/2017,442
Trading,Online,Paid Search,Trading Mobile BB,Mondays,16/01/2017,173
Trading,Online,Paid Search,Trading Mobile BB,Mondays,23/01/2017,1234
Trading,Online,Paid Search,Trading Mobile BB,Mondays,30/01/2017,1043
Trading,Online,Paid Search,Trading Mobile BB,Mondays,06/02/2017,854
Trading,Online,Paid Search,Trading Mobile BB,Mondays,13/02/2017,820
Trading,Online,Paid Search,Trading Mobile BB,Mondays,20/02/2017,828
Trading,Online,Paid Search,Trading Mobile BB,Mondays,27/02/2017,1123
Trading,Online,Paid Search,Trading Mobile BB,Mondays,06/03/2017,875
Trading,Online,Paid Search,Trading Mobile BB,Mondays,13/03/2017,1297
Trading,Online,Paid Search,Trading Mobile BB,Mondays,20/03/2017,1129
Trading,Online,Paid Search,Trading Mobile BB,Mondays,27/03/2017,1407
Trading,Online,Paid Search,Trading Mobile BB,Mondays,03/04/2017,889
Trading,Online,Paid Search,Trading Mobile BB,Mondays,10/04/2017,811
Trading,Online,Paid Search,Trading Tablet,Mondays,16/01/2017,2961
Trading,Online,Paid Search,Trading Tablet,Mondays,23/01/2017,18931
Trading,Online,Paid Search,Trading Tablet,Mondays,30/01/2017,16899
Trading,Online,Paid Search,Trading Tablet,Mondays,06/02/2017,9773
Trading,Online,Paid Search,Trading Tablet,Mondays,13/02/2017,10588
Trading,Online,Paid Search,Trading Tablet,Mondays,20/02/2017,10450
Trading,Online,Paid Search,Trading Tablet,Mondays,27/02/2017,13769
Trading,Online,Paid Search,Trading Tablet,Mondays,06/03/2017,17930
Trading,Online,Paid Search,Trading Tablet,Mondays,13/03/2017,24137
Trading,Online,Paid Search,Trading Tablet,Mondays,20/03/2017,27874
Trading,Online,Paid Search,Trading Tablet,Mondays,27/03/2017,20783
Trading,Online,Paid Search,Trading Tablet,Mondays,03/04/2017,14307
Trading,Online,Paid Search,Trading Tablet,Mondays,10/04/2017,16488
Trading,Online,Paid Social,N/A,Mondays,16/01/2017,20474
Trading,Online,Paid Social,N/A,Mondays,23/01/2017,145134
Trading,Online,Paid Social,N/A,Mondays,30/01/2017,113482
Trading,Online,Paid Social,N/A,Mondays,06/02/2017,89386
Trading,Online,Paid Social,N/A,Mondays,13/02/2017,110106
Trading,Online,Paid Social,N/A,Mondays,20/02/2017,137796
Trading,Online,Paid Social,N/A,Mondays,27/02/2017,61940
Trading,Online,Paid Social,N/A,Mondays,06/03/2017,139745
Trading,Online,Paid Social,N/A,Mondays,13/03/2017,149531
Trading,Online,Paid Social,N/A,Mondays,20/03/2017,195652
Trading,Online,Paid Social,N/A,Mondays,27/03/2017,200182
Trading,Online,Paid Social,N/A,Mondays,03/04/2017,82494
Trading,Online,Paid Social,N/A,Mondays,10/04/2017,29070
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,16/01/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,23/01/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,30/01/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,06/02/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,13/02/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,20/02/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,27/02/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,06/03/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,13/03/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,20/03/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,27/03/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,03/04/2017,0
Trading,Online,Standard Display,Affiliate Window Fusepump Creative Hub,Mondays,10/04/2017,0
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,30/01/2017,46
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,06/02/2017,107
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,13/02/2017,253
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,20/02/2017,220
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,27/02/2017,116
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,06/03/2017,419
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,13/03/2017,125
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,20/03/2017,119
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,27/03/2017,119
SMB,Online,Standard Display,O2_Enterprise16_2016-04-14_2016-12-31_DIS_DRS_Ent_,Mondays,03/04/2017,0
SMB,Online,Standard Display,O2_Enterprise2016_20160414_20161231_DIS_DRS_GBR_61,Mondays,16/01/2017,13
SMB,Online,Standard Display,O2_Enterprise2016_20160414_20161231_DIS_DRS_GBR_61,Mondays,23/01/2017,213
SMB,Online,Standard Display,O2_Enterprise2016_20160414_20161231_DIS_DRS_GBR_61,Mondays,30/01/2017,64
Trading,Online,Standard Display,O2_JanSale_2016-12-22_2017-01-31_DIS_DRS_JS_GBR_72,Mondays,30/01/2017,0
Trading,Online,Standard Display,O2_JanSale_2016-12-22_2017-01-31_DIS_DRS_JS_GBR_72,Mondays,06/02/2017,0
Trading,Online,Standard Display,O2_JanSale_2016-12-22_2017-01-31_DIS_DRS_JS_GBR_72,Mondays,13/02/2017,0
Trading,Online,Standard Display,O2_JanSale_2016-12-22_2017-01-31_DIS_DRS_JS_GBR_72,Mondays,20/02/2017,0
Trading,Online,Standard Display,O2_JanSale_20161222_20170131_DIS_DRS_GBR_72035_061,Mondays,16/01/2017,6679
Trading,Online,Standard Display,O2_JanSale_20161222_20170131_DIS_DRS_GBR_72035_061,Mondays,23/01/2017,59962
Trading,Online,Standard Display,O2_JanSale_20161222_20170131_DIS_DRS_GBR_72035_061,Mondays,30/01/2017,14881
Trading,Online,Standard Display,O2_OnePlus3T_20170316_20170329_DIS_DRS_GBR_75497_0,Mondays,13/03/2017,2406
Trading,Online,Standard Display,O2_OnePlus3T_20170316_20170329_DIS_DRS_GBR_75497_0,Mondays,20/03/2017,1477
Trading,Online,Standard Display,O2_OnePlus3T_20170316_20170329_DIS_DRS_GBR_75497_0,Mondays,27/03/2017,2384
Trading,Online,Standard Display,O2_OnePlus3T_20170316_20170329_DIS_DRS_GBR_75497_0,Mondays,03/04/2017,0
Trading,Online,Standard Display,O2_OnePlus3T_20170331_20170430_DIS_DRS_GBR_75497_0,Mondays,03/04/2017,994
Trading,Online,Standard Display,O2_OnePlus3T_20170331_20170430_DIS_DRS_GBR_75497_0,Mondays,10/04/2017,1847
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,16/01/2017,0
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,23/01/2017,29
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,30/01/2017,41
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,06/02/2017,64
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,13/02/2017,0
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,20/02/2017,0
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,27/02/2017,29
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,06/03/2017,23
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,13/03/2017,0
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,20/03/2017,56
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,27/03/2017,64
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,03/04/2017,18
Brand,Online,Standard Display,O2_PaidSocialPriority_20161108_20171231_SOC_DRS_GB,Mondays,10/04/2017,0
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,30/01/2017,15825
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,06/02/2017,22500
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,13/02/2017,21044
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,20/02/2017,24642
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,27/02/2017,1931
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,06/03/2017,2701
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,13/03/2017,22965
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,20/03/2017,19224
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,27/03/2017,14951
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,03/04/2017,15285
Trading,Online,Standard Display,O2_PrecRTG2016_2016-04-06_2017-04-30_DIS_DRS_PREC_,Mondays,10/04/2017,7160
Trading,Online,Standard Display,O2_PrecisionRT2016_20160406_20170430_DIS_DRS_GBR_6,Mondays,16/01/2017,3478
Trading,Online,Standard Display,O2_PrecisionRT2016_20160406_20170430_DIS_DRS_GBR_6,Mondays,23/01/2017,26447
Trading,Online,Standard Display,O2_PrecisionRT2016_20160406_20170430_DIS_DRS_GBR_6,Mondays,30/01/2017,7774
Brand,Online,Standard Display,O2_Priority_2015-05-05_2015-12-31_DIS_DRS_Priority,Mondays,03/04/2017,0
Brand,Online,Standard Display,O2_Priority_2015-05-05_2015-12-31_DIS_DRS_Priority,Mondays,10/04/2017,0
Trading,Online,Standard Display,O2_Q1FREESIM2016_20160101_20160330_DIS_DRS_FREESIM,Mondays,23/01/2017,0
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,30/01/2017,2890
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,06/02/2017,3315
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,13/02/2017,2623
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,20/02/2017,4022
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,27/02/2017,1931
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,06/03/2017,2701
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,13/03/2017,1201
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,20/03/2017,1658
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,27/03/2017,3006
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,03/04/2017,15220
Trading,Online,Standard Display,O2_Q1Simo17_2017-01-01_2017-04-30_DIS_DRS_Q1_GBR_7,Mondays,10/04/2017,13096
Trading,Online,Standard Display,O2_Q1Simo2017_20170101_20170430_DIS_DRS_GBR_72021_,Mondays,16/01/2017,405
Trading,Online,Standard Display,O2_Q1Simo2017_20170101_20170430_DIS_DRS_GBR_72021_,Mondays,23/01/2017,2816
Trading,Online,Standard Display,O2_Q1Simo2017_20170101_20170430_DIS_DRS_GBR_72021_,Mondays,30/01/2017,1160
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,30/01/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,06/02/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,13/02/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,20/02/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,27/02/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,06/03/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,13/03/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,20/03/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,27/03/2017,0
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,03/04/2017,9679
Trading,Online,Standard Display,O2_Q2PrecRTG16_2016-06-22_2016-12-31_DIS_DRS_PREC_,Mondays,10/04/2017,4735
Trading,Online,Standard Display,O2_Q2PrecisionRTG2016_20160622_20161231_DIS_DRS_GB,Mondays,16/01/2017,2120
Trading,Online,Standard Display,O2_Q2PrecisionRTG2016_20160622_20161231_DIS_DRS_GB,Mondays,23/01/2017,14521
Trading,Online,Standard Display,O2_Q2PrecisionRTG2016_20160622_20161231_DIS_DRS_GB,Mondays,30/01/2017,4216
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,30/01/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,06/02/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,13/02/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,20/02/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,27/02/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,06/03/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,13/03/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,20/03/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,27/03/2017,0
Trading,Online,Standard Display,O2_Q3PrecRTG_2016-07-05_2016-12-31_DIS_DRS_PREC_GB,Mondays,10/04/2017,0
Trading,Online,Standard Display,O2_Q3PrecisionRTG_20160705_20161231_DIS_DRS_GBR_66,Mondays,16/01/2017,1561
Trading,Online,Standard Display,O2_Q3PrecisionRTG_20160705_20161231_DIS_DRS_GBR_66,Mondays,23/01/2017,11851
Trading,Online,Standard Display,O2_Q3PrecisionRTG_20160705_20161231_DIS_DRS_GBR_66,Mondays,30/01/2017,2671
Trading,Online,Standard Display,O2_Q3SIMO_2016-06-22_2016-09-30_DIS_DRS_SIMO_GBR_6,Mondays,30/01/2017,0
Trading,Online,Standard Display,O2_Q3SIMO_20160622_20160930_DIS_DRS_GBR_64784_0607,Mondays,16/01/2017,0
Trading,Online,Standard Display,O2_Q3SIMO_20160622_20160930_DIS_DRS_GBR_64784_0607,Mondays,23/01/2017,0
Trading,Online,Standard Display,O2_Q3SIMO_20160622_20160930_DIS_DRS_GBR_64784_0607,Mondays,30/01/2017,0
SMB,Online,Standard Display,O2_SMB-BE-Memo_20170323_20170504_DIS_DRS_GBR_75946,Mondays,03/04/2017,2
SMB,Online,Standard Display,O2_SMB-BE-Memo_20170323_20170504_DIS_DRS_GBR_75946,Mondays,10/04/2017,4
SMB,Online,Standard Display,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,20/02/2017,0
SMB,Online,Standard Display,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,27/02/2017,1931
SMB,Online,Standard Display,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,06/03/2017,2701
SMB,Online,Standard Display,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,13/03/2017,2588
SMB,Online,Standard Display,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,20/03/2017,3381
SMB,Online,Standard Display,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,27/03/2017,5686
SMB,Online,Standard Display,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,03/04/2017,0
SMB,Online,Standard Display,O2_SMBFlagships17_20170217_20170501_DIS_DRS_RTG_74,Mondays,10/04/2017,0
SMB,Online,Standard Display,O2_SMBJanSale_2016-12-22_2017-01-31_DIS_DRS_GBR_72,Mondays,30/01/2017,0
SMB,Online,Standard Display,O2_SMBJanSale_20161222_20170131_DIS_DRS_GBR_72143_,Mondays,16/01/2017,300
SMB,Online,Standard Display,O2_SMBJanSale_20161222_20170131_DIS_DRS_GBR_72143_,Mondays,23/01/2017,1253
SMB,Online,Standard Display,O2_SMBJanSale_20161222_20170131_DIS_DRS_GBR_72143_,Mondays,30/01/2017,190
SMB,Online,Standard Display,O2_SMBSIMOQ117_20170228_20170804_DIS_DRS_RTG_74982,Mondays,27/02/2017,44
SMB,Online,Standard Display,O2_SMBSIMOQ117_20170228_20170804_DIS_DRS_RTG_74982,Mondays,06/03/2017,48
SMB,Online,Standard Display,O2_SMBSIMOQ117_20170228_20170804_DIS_DRS_RTG_74982,Mondays,13/03/2017,62
SMB,Online,Standard Display,O2_SMBSIMOQ117_20170228_20170804_DIS_DRS_RTG_74982,Mondays,20/03/2017,46
SMB,Online,Standard Display,O2_SMBSIMOQ117_20170228_20170804_DIS_DRS_RTG_74982,Mondays,27/03/2017,86
SMB,Online,Standard Display,O2_SMBSIMOQ117_20170228_20170804_DIS_DRS_RTG_74982,Mondays,03/04/2017,41
Trading,Online,Standard Display,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,30/01/2017,2354
Trading,Online,Standard Display,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,06/02/2017,3605
Trading,Online,Standard Display,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,13/02/2017,5266
Trading,Online,Standard Display,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,20/02/2017,4503
Trading,Online,Standard Display,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,27/02/2017,1931
Trading,Online,Standard Display,O2_SamsungASeries_20170203_20170228_DIS_DRS_GBR_73,Mondays,06/03/2017,2701
Trading,Online,Standard Display,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,13/03/2017,0
Trading,Online,Standard Display,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,20/03/2017,6881
Trading,Online,Standard Display,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,27/03/2017,60173
Trading,Online,Standard Display,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,03/04/2017,16205
Trading,Online,Standard Display,O2_SamsungDream_20170321_20170328_DIS_DRS_GBR_7566,Mondays,10/04/2017,10468
Trading,Online,Standard Display,O2_TechPartnership_20170329_20180329_DIS_DRS_GBR_7,Mondays,03/04/2017,5
Trading,Online,Standard Display,O2_TechPartnership_20170329_20180329_DIS_DRS_GBR_7,Mondays,10/04/2017,10
Brand,Online,VOD,6 Nations  VoD,Mondays,20/02/2017,37500
Brand,Online,VOD,6 Nations  VoD,Mondays,27/02/2017,18750
Brand,Online,VOD,6 Nations  VoD,Mondays,06/03/2017,43750
brand,Online,VOD,Ethos VoD,Mondays,06/03/2017,5400
brand,Online,VOD,Ethos VoD,Mondays,13/03/2017,16734
brand,Online,VOD,Ethos VoD,Mondays,20/03/2017,24559
brand,Online,VOD,Ethos VoD,Mondays,27/03/2017,24559
brand,Online,VOD,Ethos VoD,Mondays,03/04/2017,24559
brand,Online,VOD,Ethos VoD,Mondays,10/04/2017,24559
brand,Online,VOD,Ethos VoD,Mondays,17/04/2017,24559
Brand,Online,VOD,Warchild VoD,Mondays,13/02/2017,17454
Brand,Online,VOD,Warchild VoD,Mondays,20/02/2017,32517
